,question,answer
225,Đặc điểm của việc ép kiểu ?,chuyển đổi một biến từ một kiểu dữ liệu này sang kiểu dữ liệu khác. 
226,Đặc điểm của thành phần static ?,"Từ khóa static có thể được sử dụng để khai báo biến, dù đặt bên trong hay bên ngoài những khối lệnh, vẫn khiến cho biến đó có hiệu lực tương tự như biến toàn cục."
227,Đặc điểm của hàm bạn ?,dữ liệu được bảo vệ (protected) và riêng tư (private) của một lớp có thể được truy cập bằng cách sử dụng hàm.
228,Đặc điểm của lớp bạn ?,có thể truy cập cả các thành viên riêng tư và được bảo vệ của lớp mà nó đã được khai báo là friend.
229,Đặc điểm của hàm ảo ?,có thể thừa kế và ghi đè được để tạo điều kiện cho điều phối động.
230,Đặc điểm của việc nạp chồng ,"trong một lớp có nhiều phương thức cùng tên nhưng: 
 Khác nhau về số đối số truyền vào và các đối số có cùng kiểu dữ liệu. 
 Có cùng số đối số truyền vào và các đối số không có cùng kiểu dữ liệu. 
 Khác nhau trình tự kiểu dữ liệu của các đối số."
231,Đặc điểm của lớp vector ?,Tự động tăng kích thước.
232,Đặc điểm cúa stack ?, phần tử cuối cùng được chèn vào ngăn xếp sẽ là phần tử đầu tiên được lấy ra khỏi ngăn xếp.
233,Đặc điểm của queue ?," phần tử cuối cùng được chèn vào hàng đợi sẽ là phần tử cuối cùng được lấy ra khỏi hàng đợi. 
 ở một đầu không thể xảy ra hai hành động thêm và xóa đồng thời."
234,Ưu điểm của lập trình hướng đối tượng ?,"- Dễ dàng quản lý code khi có sự thay đổi chương trình. 
 - Dễ mở rộng dự án. 
 - Tiết kiệm được tài nguyên đáng kể cho hệ thống. 
 - Có tính bảo mật cao. 
 - Có tính tái sử dụng cao."
235,Ưu điểm của  việc sử dụng class ?,"Có thể xử lý các loại tham số khác nhau. 
 Trình biên dịch tạo các lớp chỉ cho các loại được sử dụng. Nếu mẫu được khởi tạo cho kiểu int, trình biên dịch chỉ tạo một phiên bản int cho lớp mẫu c ++. 
 Giảm nỗ lực mã hóa cho các loại dữ liệu khác nhau thành một bộ mã. 
 Các nỗ lực kiểm tra và gỡ lỗi bị giảm."
236,Lợi ích của việc tái sử dụng ?, chúng ta không cần phải viết lại mã tương tự trong lớp con. Điều này khiến chúng ta viết ít mã hơn và mã trở nên dễ đọc hơn nhiều.
237,Đóng gói có những ưu điểm như thế nào ?,"Tính đóng gói tránh truy cập từ code bên ngoài, nghĩa là code bên ngoài không thể trực tiếp nhìn thấy và thay đổi trạng thái bên trong của đối tượng."
238,Điểm mạnh của việc sử dụng kế thừa ?,"- Cho phép xây dựng 1 lớp mới từ lớp đã có. 
 Lớp mới gọi là lớp con (subclass) hay lớp dẫn xuất (derived class). 
 Lớp đã có gọi là lớp cha (superclass) hay lớp cơ sở (base class). 
 - Cho phép chia sẽ các thông tin chung nhằm tái sử dụng và đồng thời giúp ta dễ dàng nâng cấp, dễ dàng bảo trì. 
 - Định nghĩa sự tương thích giữa các lớp, nhờ đó ta có thể chuyển kiểu tự động (sẽ được trình bày trong bài ĐA HÌNH TRONG LẬP TRÌNH HƯỚNG ĐỐI TƯỢNG)."
239,Lợi ích của đa kế thừa ?,Đa kế thừa cho phép lớp dẫn xuất kế thừa các thành phần từ nhiều lớp cơ sở.
240,Đa hình có ưu điểm gì ?,"Tính đa hình cung cấp khả năng cho phép người lập trình gọi trước một phương thức của đối tượng, tuy chưa xác định đối tượng có phương thức muốn gọi hay không. 
 Đến khi thực hiện (run-time), chương trình mới xác định được đối tượng và gọi phương thức tương ứng của đối tượng đó. 
 Kết nối trễ giúp chương trình được uyển chuyển hơn, chỉ yêu cầu đối tượng cung cấp đúng phương thức cần thiết là đủ."
241,Điểm mạnh của interface ?,"- Có thể kế thừa nhiều interface(tính đa hình). 
 - Xây dựng được bộ khung mẫu mà các lớp phải follow theo. 
 - Giúp quản lý tốt, nắm bắt được các chức năng phải có cho một đối tượng nào đó. 
 - giảm mã và cải thiện hiệu suất."
242,Ưu điểm của con trỏ ?,"- Có thể dùng để cấp phát bộ nhớ động. 
 - Truyền các tham số (các đối tượng, các mảng, các chuỗi ...) hiệu quả hơn (thay vì truyền giá trị của một biến, ta có thể truyền địa chỉ của biến đó). 
 - Giúp hàm có thể trả về nhiều hơn một giá trị. 
 - Xây dựng các cấu trúc dữ liệu phức tạp hơn như linked list, tree, và graph. "
243,Điểm mạnh của con trỏ this ?,"- Nó có thể được sử dụng để truyền đối tượng hiện tại làm tham số cho phương thức khác. 
 - Nó có thể được sử dụng để tham chiếu đến thể hiện hiện tại của lớp (như ở ví dụ trên). 
 - Nó có thể được sử dụng để khai báo các chỉ mục."
244,Toán tử đa năng có ưu điểm gì ?,Giúp cho chương trình dễ hiểu và dễ truy tìm lỗi.
245,Ưu điểm của việc ép kiểu ?,"- Điều này được thực hiện để tận dụng các tính năng nhất định của phân cấp loại hoặc biểu diễn kiểu. 
 - Nó giúp tính toán các biểu thức có chứa các biến của các loại dữ liệu khác nhau."
246,Lợi ích của việc sử dụng thành phần static ?,giúp các đối tượng khác sử dụng Chuỗi hoặc các hàm hữu ích mà bạn không cần tạo đối tượng.
247,Ưu điểm của hàm dựng sao chép ?,giúp dễ dàng sao chép các đối tượng.
248,Lợi ích của việc sử dụng hàm bạn ?,một hàm không phải là thành viên của lớp không thể truy cập dữ liệu thành viên của lớp đó. 
249,Lợi ích của việc sử dụng lớp bạn ?,một hàm không phải là thành viên của lớp có thể truy cập dữ liệu thành viên của lớp đó. 
250,Hàm đa năng có ưu điểm gì ?,"- việc sử dụng chức năng nạp chồng là để tiết kiệm không gian bộ nhớ, tính nhất quán và khả năng đọc. 
 - Chúng ta có thể phát triển nhiều hơn một chức năng có cùng tên."
251,Điểm mạnh của lớp ảo so vơi các lớp khác là gì ?,"- Các chức năng ảo được sử dụng để đạt được đa hình thời gian chạy. 
 - Nếu một lớp có nguồn gốc từ một lớp có hàm ảo, thì định nghĩa hàm có thể được định nghĩa lại trong lớp dẫn xuất."
252,Điểm mạnh của việc nạp chồng toán tử ?,"- Có khả năng tạo ra nhiều phương thức cùng tên, nhưng với các tham số khác nhau. 
 - Ưu điểm chính của điều này là mã sạch. 
 - Cung cấp cho các lập trình viên khả năng gọi một phương thức tương tự cho các loại dữ liệu khác nhau."
253,Sử dụng lớp vector có những ưu điểm gì ?,"- Kích thước của vectơ có thể thay đổi khi cần thiết. 
 - Một số loại đối tượng khác nhau có thể tồn tại trong cùng một Vector."
254,Lập trình hướng đối tượng là gì?,"OOP (Object-oriented programming) là kiểu lập trình nhằm vào sự tương tác của các đối tượng. Mỗi đối tượng có những thuộc tính xác định các đặc điểm, những phương thức xác định những chức năng của đối tượng. Chúng tạo thành cấu trúc của đối tượng."
255,Đối tượng là gì ?,"Đối tượng đại diện cho một thực thể trong thế giới thực. Mỗi đối tượng có thuộc tính và đặc điểm riêng dùng để mô tả nó là cái gì và nó có thể làm gì ?  Ví dụ: - Học sinh ,giáo viên - Nhân vật trong game - Những loài động vật , ... "
256,Lớp là gì ? ,"Lớp (Class) là nhóm các đối tượng có thuộc tính như nhau, có chung hành vi và mối quan hệ. Ví dụ: - Lớp người -Lớp các động vật - Lớp các nhân vật , …"
257,Thuộc tính là gì ?,Thuộc tính (Property) là đặc tính mà đối tượng cần phải có khi được mô tả trong một lớp.
258,Phương thức là gì ?,"Phương thức (Method) là hành động mà một đối tượng hoặc thực thể cần phải có khi được mô tả trong một lớp. Ví dụ: Trong lớp đa giác thì Vẽ, Xóa, Di chuyển là các phương thức của lớp này."
259,Trừu tượng hóa là gì ?,"Tính trừu tượng (Abstraction) là một tiến trình ẩn các chi tiết trình triển khai và chỉ hiển thị tính năng tới người dùng , cho phép bạn loại bỏ tính chất phức tạp của đối tượng bằng cách chỉ đưa ra các thuộc tính và phương thức cần thiết của đối tượng trong lập trình. "
260,Tái sử dụng là gì ?,"Phát  triển hướng đối tượng cho phép chúng ta có thể tái sử dụng lại các thiết kế và mã lệnh trong các ứng dụng tiếp theo, đặc biệt trong tính thừa kế cũng thúc đẩy việc tái sử dụng này."
261,Định nghĩa hàm khởi tạo ?,Hàm khởi tạo cũng là một hàm bình thường nhưng có điểm đặc biệt là nó luôn luôn được gọi tới khi ta khởi tạo một đối tượng. Hàm khởi tạo có thẻ có tham số hoặc không có tham số. 
262,Định nghĩa hàm hủy ?,"Hàm hủy là hàm tự động gọi sau khi đối tượng bị hủy, nó thường được sử dụng để giải phóng bộ nhớ chương trình. Trong đối tượng hàm hủy có thể có hoặc không."
